iter	Passed	Remaining
486	1448	4501
487	1451	4496
488	1453	4491
489	1455	4485
490	1459	4485
491	1461	4478
492	1464	4477
493	1466	4470
494	1469	4468
495	1473	4467
496	1475	4462
497	1477	4455
498	1479	4449
499	1480	4442
500	1483	4438
501	1485	4431
502	1487	4428
503	1489	4422
504	1492	4418
505	1496	4417
506	1497	4410
507	1503	4415
508	1505	4409
509	1507	4404
510	1510	4401
511	1512	4394
512	1515	4393
513	1517	4387
514	1521	4385
515	1524	4384
516	1525	4376
517	1527	4370
518	1529	4363
519	1531	4358
520	1534	4354
521	1536	4349
522	1538	4343
523	1539	4337
524	1543	4336
525	1545	4331
526	1547	4326
527	1549	4320
528	1552	4316
529	1554	4312
530	1557	4309
531	1562	4310
532	1563	4303
533	1565	4298
534	1568	4293
535	1570	4290
536	1573	4287
537	1575	4281
538	1577	4275
539	1578	4267
540	1581	4264
541	1584	4261
542	1586	4255
543	1589	4253
544	1591	4248
545	1593	4242
546	1595	4238
547	1597	4233
548	1599	4228
549	1602	4224
550	1604	4220
551	1607	4215
552	1609	4210
553	1613	4211
554	1615	4205
555	1617	4200
556	1620	4197
557	1622	4194
558	1625	4189
559	1627	4186
560	1629	4179
561	1631	4174
562	1633	4170
563	1637	4168
564	1639	4162
565	1640	4157
566	1643	4152
567	1646	4150
568	1647	4143
569	1649	4138
570	1651	4132
571	1653	4129
572	1655	4122
573	1659	4123
574	1661	4117
575	1664	4115
576	1666	4110
577	1668	4104
578	1670	4099
579	1673	4097
580	1677	4096
581	1679	4092
582	1681	4085
583	1682	4080
584	1686	4079
585	1689	4076
586	1691	4070
587	1692	4063
588	1694	4058
589	1696	4055
590	1698	4049
591	1699	4042
592	1701	4036
593	1703	4032
594	1705	4026
595	1706	4020
596	1708	4015
597	1710	4010
598	1711	4003
599	1714	4000
600	1716	3995
601	1718	3991
602	1720	3986
603	1725	3987
604	1727	3982
605	1731	3983
606	1733	3977
607	1734	3970
608	1736	3965
609	1738	3960
610	1741	3958
611	1743	3954
612	1744	3947
613	1746	3941
614	1747	3935
615	1751	3934
616	1752	3929
617	1754	3923
618	1756	3918
619	1758	3914
620	1760	3909
621	1762	3904
622	1764	3899
623	1768	3899
624	1770	3894
625	1772	3890
626	1774	3885
627	1775	3878
628	1778	3875
629	1779	3869
630	1781	3865
631	1785	3863
632	1786	3857
633	1787	3852
634	1789	3847
635	1792	3843
636	1793	3837
637	1794	3831
638	1796	3826
639	1798	3821
640	1800	3816
641	1801	3811
642	1804	3807
643	1805	3801
644	1807	3796
645	1808	3790
646	1810	3786
647	1812	3781
648	1814	3776
649	1816	3772
650	1818	3768
651	1819	3762
652	1821	3757
653	1823	3752
654	1824	3747
655	1826	3742
656	1829	3738
657	1830	3733
658	1831	3727
659	1833	3722
660	1835	3717
661	1837	3714
662	1839	3709
663	1841	3705
664	1843	3701
665	1845	3695
666	1846	3690
667	1848	3685
668	1849	3680
669	1852	3678
670	1855	3674
671	1857	3670
672	1859	3665
673	1860	3660
674	1862	3656
675	1864	3651
676	1866	3647
677	1869	3646
678	1872	3642
679	1874	3638
680	1876	3634
681	1877	3629
682	1880	3625
683	1883	3624
684	1885	3619
685	1887	3616
686	1889	3610
687	1890	3605
688	1892	3601
689	1894	3596
690	1897	3593
691	1898	3588
692	1899	3583
693	1901	3578
694	1904	3575
695	1905	3569
696	1906	3564
697	1909	3560
698	1911	3556
699	1912	3551
700	1916	3550
701	1917	3546
702	1919	3541
703	1921	3537
704	1923	3533
705	1925	3528
706	1926	3523
707	1927	3517
708	1929	3513
709	1932	3510
710	1933	3506
711	1936	3503
712	1939	3500
713	1940	3495
714	1942	3491
715	1943	3486
716	1945	3480
717	1947	3476
718	1949	3473
719	1951	3469
720	1952	3464
721	1955	3461
722	1957	3456
723	1959	3452
724	1960	3448
725	1962	3444
726	1964	3440
727	1966	3435
728	1967	3430
729	1969	3426
730	1971	3422
731	1973	3419
732	1975	3415
733	1977	3411
734	1980	3407
735	1982	3405
736	1984	3401
737	1986	3396
738	1988	3392
739	1990	3388
740	1991	3383
741	1993	3380
742	1995	3376
743	1997	3371
744	1998	3366
745	1999	3361
746	2002	3358
747	2004	3355
748	2007	3352
749	2010	3350
750	2012	3346
751	2013	3341
752	2014	3336
753	2016	3333
754	2018	3328
755	2020	3325
756	2022	3321
757	2026	3320
758	2027	3315
759	2029	3311
760	2030	3306
761	2033	3304
762	2035	3299
763	2036	3294
764	2038	3290
765	2040	3287
766	2043	3284
767	2045	3280
768	2046	3276
769	2048	3272
770	2049	3267
771	2051	3262
772	2054	3260
773	2055	3256
774	2057	3252
775	2059	3247
776	2060	3243
777	2062	3239
778	2063	3234
779	2065	3230
780	2066	3225
781	2068	3221
782	2070	3218
783	2073	3215
784	2074	3211
785	2077	3208
786	2079	3204
787	2083	3205
788	2086	3202
789	2088	3198
790	2090	3194
791	2093	3193
792	2096	3190
793	2098	3187
794	2100	3183
795	2102	3180
796	2106	3178
797	2107	3174
798	2111	3174
799	2114	3171
800	2116	3167
801	2117	3163
802	2121	3162
803	2122	3157
804	2124	3153
805	2127	3150
806	2129	3148
807	2131	3143
808	2133	3140
809	2137	3140
810	2139	3136
811	2142	3134
812	2145	3132
813	2147	3129
814	2148	3124
815	2151	3122
816	2153	3118
817	2155	3114
818	2157	3111
819	2159	3106
820	2160	3103
821	2162	3098
822	2163	3094
823	2166	3091
824	2168	3088
825	2169	3084
826	2172	3080
827	2173	3076
828	2175	3073
829	2177	3069
830	2181	3068
831	2182	3064
832	2186	3062
833	2188	3059
834	2191	3057
835	2193	3053
836	2195	3050
837	2197	3046
838	2199	3043
839	2200	3039
840	2202	3035
841	2204	3031
842	2205	3027
843	2207	3023
844	2208	3019
845	2211	3016
846	2214	3014
847	2217	3011
848	2218	3008
849	2221	3005
850	2223	3002
851	2227	3000
852	2231	3000
853	2233	2997
854	2236	2994
855	2237	2990
856	2239	2987
857	2242	2984
858	2243	2980
859	2245	2976
860	2248	2974
861	2250	2971
862	2252	2967
863	2253	2962
864	2254	2958
865	2256	2954
866	2257	2950
867	2259	2946
868	2261	2943
869	2264	2941
870	2267	2938
871	2268	2934
872	2270	2931
873	2272	2927
874	2274	2924
875	2275	2919
876	2280	2920
877	2283	2917
878	2287	2916
879	2289	2913
880	2292	2911
881	2294	2908
882	2297	2906
883	2299	2903
884	2301	2899
885	2305	2898
886	2306	2893
887	2309	2892
888	2311	2888
889	2313	2885
890	2314	2881
891	2316	2877
892	2317	2873
893	2319	2869
894	2321	2866
895	2323	2862
896	2324	2858
897	2326	2855
898	2329	2852
899	2331	2849
900	2333	2845
901	2335	2842
902	2336	2838
903	2340	2837
904	2342	2833
905	2343	2830
906	2345	2826
907	2348	2824
908	2349	2819
909	2352	2817
910	2355	2815
911	2358	2813
912	2360	2810
913	2361	2806
914	2363	2802
915	2366	2800
916	2368	2796
917	2370	2793
918	2371	2789
919	2372	2785
920	2374	2781
921	2375	2777
922	2376	2773
923	2378	2770
924	2382	2769
925	2384	2765
926	2387	2763
927	2388	2759
928	2390	2756
929	2392	2752
930	2393	2748
931	2396	2746
932	2398	2742
933	2400	2739
934	2401	2735
935	2404	2733
936	2406	2729
937	2407	2725
938	2408	2721
939	2411	2719
940	2415	2718
941	2416	2714
942	2421	2713
943	2422	2710
944	2424	2706
945	2426	2703
946	2427	2699
947	2429	2696
948	2432	2693
949	2435	2692
950	2439	2690
951	2440	2686
952	2442	2683
953	2445	2681
954	2448	2679
955	2449	2674
956	2452	2672
957	2454	2669
958	2456	2666
959	2458	2663
960	2459	2658
961	2461	2655
962	2463	2652
963	2464	2648
964	2466	2645
965	2469	2643
966	2471	2640
967	2474	2637
968	2475	2634
969	2477	2630
970	2478	2626
971	2480	2623
972	2482	2620
973	2485	2617
974	2487	2615
975	2489	2612
976	2493	2610
977	2494	2606
978	2497	2604
979	2498	2600
980	2503	2600
981	2508	2600
982	2510	2597
983	2514	2596
984	2517	2593
985	2520	2591
986	2522	2588
987	2523	2584
988	2527	2583
989	2528	2579
990	2532	2578
991	2535	2576
992	2538	2573
993	2540	2570
994	2542	2567
995	2546	2566
996	2547	2562
997	2548	2559
998	2551	2556
999	2553	2553
1000	2555	2549
1001	2556	2546
1002	2558	2543
1003	2559	2539
1004	2561	2535
1005	2563	2532
1006	2565	2529
1007	2569	2528
1008	2571	2526
1009	2573	2522
1010	2574	2518
1011	2576	2515
1012	2578	2512
1013	2581	2509
1014	2584	2507
1015	2586	2504
1016	2587	2501
1017	2589	2498
1018	2592	2495
1019	2593	2491
1020	2595	2488
1021	2597	2486
1022	2599	2482
1023	2603	2481
1024	2607	2480
1025	2609	2476
1026	2611	2473
1027	2612	2470
1028	2615	2467
1029	2619	2467
1030	2620	2463
1031	2622	2460
1032	2624	2456
1033	2629	2456
1034	2630	2452
1035	2633	2450
1036	2634	2446
1037	2636	2443
1038	2639	2441
1039	2640	2437
1040	2641	2433
1041	2643	2430
1042	2648	2430
1043	2649	2426
1044	2651	2423
1045	2652	2419
1046	2654	2416
1047	2656	2413
1048	2658	2409
1049	2659	2406
1050	2663	2404
1051	2666	2402
1052	2669	2400
1053	2673	2399
1054	2676	2397
1055	2678	2394
1056	2682	2392
1057	2683	2389
1058	2686	2387
1059	2687	2383
1060	2689	2379
1061	2691	2377
1062	2693	2373
1063	2696	2371
1064	2699	2369
1065	2701	2366
1066	2702	2363
1067	2704	2360
1068	2707	2357
1069	2711	2356
1070	2713	2353
1071	2715	2350
1072	2718	2348
1073	2719	2345
1074	2722	2342
1075	2724	2339
1076	2725	2335
1077	2726	2331
1078	2729	2329
1079	2731	2326
1080	2732	2323
1081	2734	2320
1082	2737	2317
1083	2739	2314
1084	2741	2312
1085	2743	2309
1086	2749	2309
1087	2752	2306
1088	2753	2303
1089	2755	2300
1090	2757	2297
1091	2759	2294
1092	2761	2291
1093	2762	2288
1094	2764	2284
1095	2766	2281
1096	2769	2279
1097	2770	2275
1098	2773	2273
1099	2776	2271
1100	2778	2268
1101	2780	2265
1102	2782	2262
1103	2785	2260
1104	2786	2256
1105	2787	2253
1106	2789	2250
1107	2791	2247
1108	2793	2244
1109	2795	2241
1110	2796	2237
1111	2797	2234
1112	2799	2230
1113	2800	2227
1114	2803	2224
1115	2805	2222
1116	2806	2218
1117	2809	2216
1118	2811	2213
1119	2813	2210
1120	2814	2207
1121	2816	2204
1122	2818	2201
1123	2820	2198
1124	2823	2195
1125	2824	2192
1126	2826	2189
1127	2828	2186
1128	2831	2184
1129	2833	2181
1130	2837	2179
1131	2840	2178
1132	2843	2175
1133	2846	2173
1134	2848	2170
1135	2851	2168
1136	2852	2164
1137	2854	2162
1138	2855	2158
1139	2856	2155
1140	2859	2152
1141	2862	2150
1142	2864	2147
1143	2866	2145
1144	2870	2143
1145	2872	2140
1146	2874	2137
1147	2876	2134
1148	2878	2132
1149	2881	2130
1150	2883	2127
1151	2885	2123
1152	2886	2120
1153	2889	2118
1154	2890	2114
1155	2892	2111
1156	2895	2109
1157	2896	2106
1158	2898	2102
1159	2900	2100
1160	2903	2097
1161	2904	2094
1162	2906	2091
1163	2910	2090
1164	2912	2087
1165	2913	2084
1166	2915	2081
1167	2920	2080
1168	2923	2077
1169	2927	2076
1170	2929	2073
1171	2931	2070
1172	2932	2067
1173	2934	2064
1174	2935	2061
1175	2938	2058
1176	2940	2055
1177	2941	2052
1178	2943	2049
1179	2944	2046
1180	2946	2043
1181	2948	2040
1182	2950	2037
1183	2951	2034
1184	2955	2032
1185	2957	2029
1186	2960	2027
1187	2962	2025
1188	2964	2022
1189	2966	2019
1190	2968	2016
1191	2971	2014
1192	2974	2012
1193	2978	2010
1194	2983	2009
1195	2984	2006
1196	2985	2002
1197	2986	1999
1198	2990	1997
1199	2992	1995
1200	2993	1991
1201	2996	1989
1202	2999	1987
1203	3002	1985
1204	3005	1983
1205	3007	1979
1206	3009	1977
1207	3013	1975
1208	3014	1972
1209	3017	1969
1210	3020	1967
1211	3024	1966
1212	3026	1963
1213	3027	1960
1214	3029	1957
1215	3031	1954
1216	3033	1951
1217	3036	1949
1218	3039	1947
1219	3041	1944
1220	3043	1941
1221	3045	1938
1222	3046	1935
1223	3049	1933
1224	3051	1930
1225	3057	1930
1226	3059	1927
1227	3062	1924
1228	3063	1921
1229	3066	1919
1230	3068	1916
1231	3071	1914
1232	3073	1911
1233	3077	1910
1234	3078	1907
1235	3081	1904
1236	3083	1901
1237	3085	1899
1238	3087	1896
1239	3089	1893
1240	3091	1890
1241	3092	1887
1242	3094	1884
1243	3096	1881
1244	3099	1879
1245	3102	1877
1246	3103	1874
1247	3107	1872
1248	3111	1870
1249	3116	1869
1250	3120	1868
1251	3122	1865
1252	3124	1862
1253	3127	1860
1254	3130	1858
1255	3131	1854
1256	3134	1852
1257	3135	1849
1258	3138	1847
1259	3140	1844
1260	3144	1843
1261	3149	1841
1262	3151	1838
1263	3153	1836
1264	3157	1834
1265	3162	1833
1266	3163	1830
1267	3165	1827
1268	3167	1824
1269	3169	1821
1270	3171	1818
1271	3172	1815
1272	3174	1812
1273	3179	1811
1274	3181	1809
1275	3183	1806
1276	3185	1803
1277	3188	1801
1278	3190	1798
1279	3191	1795
1280	3194	1792
1281	3197	1790
1282	3200	1788
1283	3203	1786
1284	3206	1783
1285	3207	1780
1286	3209	1777
1287	3211	1775
1288	3214	1773
1289	3217	1770
1290	3220	1768
1291	3224	1766
1292	3225	1763
1293	3228	1761
1294	3231	1759
1295	3234	1757
1296	3236	1754
1297	3238	1751
1298	3241	1749
1299	3243	1746
1300	3246	1744
1301	3251	1743
1302	3254	1740
1303	3256	1738
1304	3258	1735
1305	3262	1733
1306	3263	1730
1307	3267	1728
1308	3269	1726
1309	3271	1723
1310	3273	1720
1311	3275	1717
1312	3278	1715
1313	3281	1712
1314	3283	1710
1315	3284	1707
1316	3286	1704
1317	3287	1701
1318	3291	1699
1319	3293	1696
1320	3295	1694
1321	3298	1691
1322	3299	1688
1323	3302	1686
1324	3304	1683
1325	3309	1682
1326	3311	1679
1327	3314	1676
1328	3315	1673
1329	3318	1671
1330	3321	1669
1331	3323	1666
1332	3325	1663
1333	3326	1660
1334	3328	1657
1335	3329	1654
1336	3333	1652
1337	3336	1650
1338	3338	1647
1339	3341	1645
1340	3343	1643
1341	3346	1640
1342	3347	1637
1343	3349	1635
1344	3351	1632
1345	3353	1629
1346	3355	1626
1347	3359	1624
1348	3361	1621
1349	3363	1619
1350	3366	1617
1351	3367	1614
1352	3369	1611
1353	3371	1608
1354	3374	1606
1355	3377	1603
1356	3379	1601
1357	3380	1598
1358	3381	1595
1359	3384	1592
1360	3387	1590
1361	3390	1588
1362	3391	1585
1363	3394	1582
1364	3397	1580
1365	3400	1578
1366	3402	1575
1367	3404	1573
1368	3406	1570
1369	3408	1567
1370	3410	1564
1371	3412	1562
1372	3415	1559
1373	3417	1557
1374	3419	1554
1375	3420	1551
1376	3422	1548
1377	3425	1546
1378	3427	1543
1379	3429	1540
1380	3431	1537
1381	3433	1535
1382	3436	1533
1383	3438	1530
1384	3440	1527
1385	3443	1525
1386	3444	1522
1387	3446	1519
1388	3449	1517
1389	3451	1514
1390	3454	1512
1391	3455	1509
1392	3457	1506
1393	3458	1503
1394	3460	1500
1395	3463	1498
1396	3465	1495
1397	3467	1493
1398	3468	1490
1399	3472	1488
1400	3473	1485
1401	3475	1482
1402	3476	1479
1403	3480	1477
1404	3482	1474
1405	3483	1471
1406	3485	1469
1407	3488	1466
1408	3491	1464
1409	3494	1462
1410	3496	1459
1411	3499	1457
1412	3500	1454
1413	3502	1451
1414	3505	1449
1415	3508	1446
1416	3511	1444
1417	3513	1442
1418	3516	1439
1419	3519	1437
1420	3521	1434
1421	3522	1431
1422	3524	1429
1423	3526	1426
1424	3529	1424
1425	3531	1421
1426	3534	1419
1427	3535	1416
1428	3537	1413
1429	3539	1410
1430	3541	1408
1431	3543	1405
1432	3545	1403
1433	3547	1400
1434	3549	1397
1435	3551	1394
1436	3552	1391
1437	3555	1389
1438	3557	1386
1439	3558	1383
1440	3560	1381
1441	3562	1378
1442	3564	1375
1443	3566	1373
1444	3568	1370
1445	3570	1368
1446	3572	1365
1447	3575	1362
1448	3576	1360
1449	3578	1357
1450	3580	1354
1451	3582	1351
1452	3583	1349
1453	3585	1346
1454	3586	1343
1455	3588	1340
1456	3593	1339
1457	3594	1336
1458	3596	1333
1459	3598	1331
1460	3600	1328
1461	3602	1325
1462	3604	1323
1463	3607	1320
1464	3609	1318
1465	3610	1315
1466	3612	1312
1467	3614	1309
1468	3616	1307
1469	3618	1304
1470	3621	1302
1471	3623	1299
1472	3625	1297
1473	3628	1294
1474	3631	1292
1475	3632	1289
1476	3635	1287
1477	3637	1284
1478	3639	1282
1479	3641	1279
1480	3643	1276
1481	3644	1273
1482	3645	1270
1483	3648	1268
1484	3650	1265
1485	3651	1263
1486	3655	1261
1487	3656	1258
1488	3657	1255
1489	3658	1252
1490	3659	1249
1491	3661	1246
1492	3663	1244
1493	3665	1241
1494	3668	1239
1495	3669	1236
1496	3672	1234
1497	3674	1231
1498	3676	1228
1499	3679	1226
1500	3680	1223
1501	3682	1221
1502	3685	1218
1503	3686	1215
1504	3688	1213
1505	3692	1211
1506	3694	1208
1507	3696	1206
1508	3698	1203
1509	3700	1200
1510	3702	1198
1511	3704	1195
1512	3707	1193
1513	3709	1190
1514	3710	1187
1515	3713	1185
1516	3714	1182
1517	3717	1180
1518	3718	1177
1519	3720	1174
1520	3721	1172
1521	3725	1169
1522	3728	1167
1523	3730	1165
1524	3733	1162
1525	3735	1160
1526	3738	1157
1527	3740	1155
1528	3742	1152
1529	3744	1150
1530	3747	1147
1531	3750	1145
1532	3751	1142
1533	3754	1140
1534	3756	1137
1535	3759	1135
1536	3760	1132
1537	3762	1130
1538	3765	1127
1539	3768	1125
1540	3773	1124
1541	3775	1121
1542	3777	1118
1543	3779	1116
1544	3782	1113
1545	3784	1111
1546	3786	1108
1547	3788	1106
1548	3791	1103
1549	3793	1101
1550	3795	1098
1551	3798	1096
1552	3801	1094
1553	3802	1091
1554	3804	1088
1555	3808	1086
1556	3810	1084
1557	3813	1081
1558	3815	1079
1559	3818	1076
1560	3821	1074
1561	3824	1072
1562	3826	1069
1563	3829	1067
1564	3832	1065
1565	3835	1062
1566	3838	1060
1567	3840	1058
1568	3843	1055
1569	3845	1053
1570	3849	1051
1571	3851	1048
1572	3853	1046
1573	3855	1043
1574	3856	1040
1575	3858	1038
1576	3860	1035
1577	3863	1033
1578	3866	1030
1579	3869	1028
1580	3872	1026
1581	3874	1023
1582	3876	1021
1583	3879	1018
1584	3882	1016
1585	3885	1014
1586	3887	1011
1587	3889	1009
1588	3893	1007
1589	3895	1004
1590	3896	1001
1591	3899	999
1592	3903	997
1593	3905	994
1594	3907	992
1595	3910	989
1596	3912	987
1597	3915	985
1598	3918	982
1599	3921	980
1600	3923	977
1601	3926	975
1602	3927	972
1603	3930	970
1604	3932	967
1605	3934	965
1606	3939	963
1607	3941	960
1608	3942	958
1609	3946	955
1610	3947	953
1611	3950	950
1612	3952	948
1613	3953	945
1614	3955	942
1615	3957	940
1616	3959	937
1617	3962	935
1618	3963	932
1619	3965	930
1620	3968	927
1621	3970	925
1622	3972	922
1623	3974	920
1624	3977	917
1625	3979	915
1626	3983	913
1627	3985	910
1628	3987	908
1629	3988	905
1630	3990	902
1631	3993	900
1632	3995	897
1633	3996	895
1634	3998	892
1635	3999	889
1636	4001	887
1637	4002	884
1638	4005	882
1639	4006	879
1640	4009	877
1641	4010	874
1642	4013	872
1643	4014	869
1644	4016	866
1645	4018	864
1646	4021	861
1647	4023	859
1648	4025	856
1649	4027	854
1650	4030	851
1651	4031	849
1652	4033	846
1653	4036	844
1654	4039	842
1655	4040	839
1656	4042	836
1657	4044	834
1658	4046	831
1659	4049	829
1660	4052	827
1661	4053	824
1662	4056	822
1663	4058	819
1664	4059	816
1665	4062	814
1666	4064	811
1667	4068	809
1668	4070	807
1669	4072	804
1670	4073	801
1671	4075	799
1672	4078	797
1673	4080	794
1674	4082	792
1675	4085	789
1676	4089	787
1677	4091	785
1678	4092	782
1679	4094	779
1680	4095	777
1681	4096	774
1682	4098	772
1683	4100	769
1684	4102	767
1685	4104	764
1686	4106	761
1687	4109	759
1688	4111	756
1689	4113	754
1690	4115	752
1691	4120	750
1692	4122	747
1693	4125	745
1694	4128	742
1695	4129	740
1696	4130	737
1697	4131	734
1698	4133	732
1699	4135	729
1700	4136	727
1701	4139	724
1702	4141	722
1703	4143	719
1704	4145	717
1705	4147	714
1706	4149	712
