iter	RMSE
114	0.1555438479
115	0.1537176587
116	0.1518776774
117	0.1500265465
118	0.148297532
119	0.1465680363
120	0.1448789923
121	0.1431993288
122	0.1415468831
123	0.1398452261
124	0.1382183882
125	0.1364893631
126	0.1349355146
127	0.133405341
128	0.131804136
129	0.130313462
130	0.1287102071
131	0.1272416235
132	0.1257905122
133	0.124372318
134	0.1229107472
135	0.121489042
136	0.120133506
137	0.1187823111
138	0.1173287712
139	0.1159623226
140	0.1146379402
141	0.1133682342
142	0.1120780775
143	0.1108327332
144	0.1095958705
145	0.1083739071
146	0.1071321797
147	0.105944616
148	0.1048592575
149	0.1036447781
150	0.1024891458
151	0.1013689358
152	0.1002570375
153	0.09917842105
154	0.09809831086
155	0.09698754054
156	0.09593651638
157	0.09490292372
158	0.09388242458
159	0.09288979432
160	0.09190813624
161	0.09093786253
162	0.08996827128
163	0.08893256461
164	0.08794969927
165	0.08698032425
166	0.0860627272
167	0.08510936129
168	0.08421068984
169	0.08332196819
170	0.08244512863
171	0.08160190028
172	0.08077405655
173	0.07984979889
174	0.07903274516
175	0.07833400652
176	0.0774828774
177	0.07668036394
178	0.07591086462
179	0.07513816569
180	0.07437991862
181	0.07364207705
182	0.0729156377
183	0.0721932619
184	0.07146713851
185	0.07060017616
186	0.06990185414
187	0.06914533743
188	0.06845482052
189	0.06776172836
190	0.06699485183
191	0.06635234553
192	0.06560331961
193	0.06497527827
194	0.06436007071
195	0.06375201819
196	0.06314483133
197	0.06255144609
198	0.06193996458
199	0.06136859216
200	0.06081621711
201	0.06026438037
202	0.05964484343
203	0.05911496416
204	0.05846161445
205	0.05792094322
206	0.05739179576
207	0.05686510711
208	0.05632654258
209	0.05578859075
210	0.05524667355
211	0.05475733229
212	0.05425413264
213	0.05377696918
214	0.05331861529
215	0.05285624655
216	0.05240759311
217	0.05192995471
218	0.0515022092
219	0.05107597742
220	0.05064959826
221	0.05022329976
222	0.04981436037
223	0.0494066097
224	0.04891463341
225	0.04851028546
226	0.04810813469
227	0.04773520123
228	0.04737722606
229	0.04701091058
230	0.04664951836
231	0.04619017646
232	0.04582510526
233	0.04547798032
234	0.04513140023
235	0.04479156828
236	0.04447550705
237	0.04389473242
238	0.04355787786
239	0.04324820769
240	0.04292248898
241	0.04255590943
242	0.04224433968
243	0.04193072617
244	0.0414286667
245	0.04112884058
246	0.04085067163
247	0.04052261013
248	0.04016708263
249	0.03990014765
250	0.0396442341
251	0.03938910242
252	0.03905115814
253	0.03876451734
254	0.038521066
255	0.03825961131
256	0.03800594628
257	0.03775823156
258	0.03746499627
259	0.03718003977
260	0.0368645738
261	0.03652966316
262	0.03630474951
263	0.03600208454
264	0.03560195463
265	0.03540318098
266	0.03514561865
267	0.03487575961
268	0.03465510509
269	0.03433636851
270	0.03413399455
271	0.03392729184
272	0.03368263286
273	0.0334000009
274	0.0331816976
275	0.03297799427
276	0.03266704947
277	0.032499248
278	0.0323140608
279	0.03212299844
280	0.03193663978
281	0.03177886529
282	0.03162127579
283	0.03140618472
284	0.03123630867
285	0.03105781055
286	0.03086981418
287	0.03052511652
288	0.03029371162
289	0.03009378718
290	0.02990713494
291	0.02968512284
292	0.02952816714
293	0.02936821503
294	0.02921596904
295	0.02895510819
296	0.02879598074
297	0.02854513308
298	0.02840170927
299	0.02824312046
300	0.02812372841
301	0.02789436442
302	0.02777449282
303	0.02765847803
304	0.02750597714
305	0.02740199152
306	0.02724488095
307	0.027114518
308	0.02698389747
309	0.02677399126
310	0.02663138789
311	0.02653383771
312	0.02639360761
313	0.02627870415
314	0.02617985835
315	0.02608325814
316	0.02599248374
317	0.02587132903
318	0.02577501088
319	0.02567888208
320	0.02557645103
321	0.02547747574
322	0.02539072331
323	0.02530622621
324	0.02519336281
325	0.02503313101
326	0.02495268382
327	0.0248761187
328	0.02479851337
329	0.02471873636
330	0.02462801974
331	0.02452361364
332	0.02437273924
333	0.02419136203
334	0.02412611187
335	0.02406008305
336	0.02396967056
337	0.02387834124
338	0.02377638135
339	0.02370077167
340	0.02363078312
341	0.02356299446
342	0.0234945936
343	0.02341549281
344	0.02319724061
345	0.02310312993
346	0.02293923052
347	0.02286843193
348	0.02277346333
349	0.02268600302
350	0.02258864712
351	0.02251723057
352	0.02243606462
353	0.02236478189
354	0.0223171516
355	0.02223311806
356	0.02215695981
357	0.02207065468
358	0.0218753784
359	0.02175093939
360	0.02166746295
361	0.02159723032
362	0.02154199161
363	0.02141265684
364	0.02130397047
365	0.0211737182
366	0.02099468478
367	0.02093281241
368	0.0208841631
369	0.02077281094
370	0.02071436165
371	0.02062012745
372	0.02045599869
373	0.02037958772
374	0.02032978866
375	0.02022778798
376	0.02008399243
377	0.01999594331
378	0.01985998906
379	0.01981690797
380	0.01978302468
381	0.01973725154
382	0.01968746588
383	0.01961944971
384	0.01955639955
385	0.01946475969
386	0.01942834709
387	0.01938626796
388	0.01928446181
389	0.01922738878
390	0.01913937338
391	0.01901487799
392	0.01895821924
393	0.01891152474
394	0.01884509197
395	0.01879617241
396	0.01869745427
397	0.01862455589
398	0.0185899012
399	0.01851406613
400	0.01846349718
401	0.01841078548
402	0.01830163817
403	0.01826479044
404	0.01823784213
405	0.01816560849
406	0.01812549416
407	0.01806256667
408	0.01802956593
409	0.01792075612
410	0.01789344455
411	0.0178346603
412	0.01777254176
413	0.01774834523
414	0.01761692695
415	0.01759167909
416	0.0175235976
417	0.01749050167
418	0.01745481907
419	0.01742463963
420	0.01739655531
421	0.01734735335
422	0.01732384963
423	0.01720943638
424	0.01717254156
425	0.01712796825
426	0.0170402169
427	0.0169811322
428	0.01694772234
429	0.01690687519
430	0.0168819583
431	0.01686019176
432	0.01682754899
433	0.01680367171
434	0.01673533968
435	0.01670781302
436	0.01668591785
437	0.01665467844
438	0.01661944798
439	0.01651161946
440	0.01637693961
441	0.01631048564
442	0.01627095371
443	0.01624800637
444	0.01609743157
445	0.01606077888
446	0.01603825062
447	0.01597528901
448	0.01594934993
449	0.01590691425
450	0.01586695177
451	0.0158095415
452	0.01576523405
453	0.0157322396
454	0.01570564061
455	0.01564911011
456	0.01557180894
457	0.01554189914
458	0.01551495678
459	0.01548759404
460	0.01541060565
461	0.01538863336
462	0.01532126067
463	0.01529353376
464	0.01525012422
465	0.01521317893
466	0.01516399906
467	0.01510905866
468	0.01505149973
469	0.01502613669
470	0.01500402274
471	0.01493632314
472	0.0148954595
473	0.01487929072
474	0.01483218211
475	0.01477010328
476	0.01465342129
477	0.01463369225
478	0.01457460908
479	0.01442006669
480	0.01440072767
481	0.01436745008
482	0.01434323716
483	0.01418166912
484	0.01414562368
485	0.01410204942
486	0.0140534396
487	0.01402410042
488	0.01392750352
489	0.01385537687
490	0.01370523112
491	0.01365837746
492	0.01358256509
493	0.01352863491
494	0.0134191399
495	0.01333713692
496	0.01329067171
497	0.01327480462
498	0.01324661132
499	0.01323310577
500	0.01312757156
501	0.01310904122
502	0.01302333953
503	0.01300260852
504	0.0128835009
505	0.01277219617
506	0.01273764483
507	0.01261793584
508	0.01258801555
509	0.01256316063
510	0.01251098949
511	0.0124874182
512	0.01237293748
513	0.01235082903
514	0.01223982581
515	0.01215312245
516	0.01212020946
517	0.01206781161
518	0.0120447377
519	0.0119990201
520	0.01191360269
521	0.01186807084
522	0.01185585264
523	0.01180564467
524	0.01171754453
525	0.01160788348
526	0.01157188618
527	0.01154605127
528	0.01150510805
529	0.01143430992
530	0.01132108203
531	0.01120348059
532	0.01118949451
533	0.01115567949
534	0.01112004292
535	0.01105375563
536	0.01098991412
537	0.0109516964
538	0.01093671117
539	0.01091950547
540	0.01087261588
541	0.01080338698
542	0.01076098569
543	0.01067102625
544	0.01062346066
545	0.01057815686
546	0.01052947815
547	0.0104959313
548	0.01042093545
549	0.01037203808
550	0.01034411594
551	0.01031695965
552	0.01028236213
553	0.01019748979
554	0.01017280231
555	0.01009520529
556	0.01002513057
557	0.009970328681
558	0.009921057661
559	0.009851569081
560	0.009840405544
561	0.009812475973
562	0.009793188647
563	0.009676958573
564	0.009668533025
565	0.009652980425
566	0.009616739061
567	0.009586234449
568	0.009543056034
569	0.009502360227
570	0.009493531409
571	0.009446867784
572	0.009428466085
573	0.009327341794
574	0.009300045894
575	0.009253450594
576	0.009229449769
577	0.00922045348
578	0.00915146872
579	0.009112946214
580	0.009054855958
581	0.008993077432
582	0.008964650588
583	0.008941168323
584	0.008895016859
585	0.00885036971
586	0.008812151849
587	0.008804225505
588	0.008779554565
589	0.008736292643
590	0.008723688988
591	0.008708801359
592	0.008693965854
593	0.008657516609
594	0.008642370032
595	0.008624240987
596	0.008611313138
597	0.008591130011
598	0.008576609478
599	0.008518497672
600	0.008483927895
601	0.008453734795
602	0.008411838759
603	0.008306691798
604	0.008291905069
605	0.008212556719
606	0.008198753107
607	0.008181039557
608	0.008116625022
609	0.00809179252
610	0.008032874393
611	0.008006699635
612	0.007995515294
613	0.007979047669
614	0.00795036825
615	0.007854343292
616	0.007842414599
617	0.007828283311
618	0.007800039134
619	0.00776179933
620	0.007728887115
621	0.007717517122
622	0.007694168948
623	0.007620654349
624	0.007613146406
625	0.007585448725
626	0.00754254263
627	0.007539037919
628	0.007493844505
629	0.007487144886
630	0.007468182635
631	0.00741742933
632	0.007399268277
633	0.007387535028
634	0.007363778998
635	0.007352581118
636	0.007320901843
637	0.007311136426
638	0.007295771583
639	0.007288668439
640	0.007252132061
641	0.007235290917
642	0.007167614014
643	0.007158279269
644	0.007146781875
645	0.007138594317
646	0.007079047892
647	0.007070982509
648	0.007051328747
649	0.007012462882
650	0.006989233231
651	0.006973927215
652	0.006949047619
653	0.006940653583
654	0.006930849976
655	0.00690712847
656	0.006872832933
657	0.006867104254
658	0.006859264344
659	0.006821856995
660	0.006813070575
661	0.006798670532
662	0.006786952832
663	0.006753485966
664	0.006720561945
665	0.00671465872
666	0.006705364025
667	0.006668556856
668	0.0066432651
669	0.006612999812
670	0.006565517505
671	0.006555966705
672	0.006530569799
673	0.006524182789
674	0.006487701289
675	0.006467790924
676	0.00644541714
677	0.006381642864
678	0.006348298116
679	0.00631048361
680	0.006288894115
681	0.006284144607
682	0.006273782545
683	0.006217803645
684	0.006191743598
685	0.00616926652
686	0.006158940538
687	0.006154051935
688	0.006122621207
689	0.006103763038
690	0.006069081875
691	0.006060493971
692	0.006024363245
693	0.006008291773
694	0.005975303084
695	0.005967228686
696	0.005961779254
697	0.005939802149
698	0.00591578941
699	0.005892321179
700	0.005840260515
701	0.005834440481
702	0.005823357627
703	0.005806703463
704	0.005798342584
705	0.005792439391
706	0.005787151982
707	0.005773813295
708	0.005748529825
709	0.005714588288
710	0.005706341475
711	0.005642013733
712	0.005611028876
713	0.005608510601
714	0.005598069366
715	0.005589883152
716	0.005572436094
717	0.005566515181
718	0.005524461247
719	0.005512844993
720	0.005507516919
721	0.005488444341
722	0.005463887733
723	0.005440466109
724	0.005411756015
725	0.005405969002
726	0.005384019751
727	0.005357840356
728	0.005344339632
729	0.005337322877
730	0.005319717914
731	0.005303975683
732	0.005288355359
733	0.005259703126
734	0.005223689136
735	0.005194235693
736	0.005180931666
737	0.00516557867
738	0.0051417427
739	0.005121612737
740	0.005107618514
741	0.005090205163
742	0.005074455454
743	0.005046772194
744	0.005043081938
745	0.00503809154
746	0.005024839934
747	0.00499402719
748	0.00496167912
749	0.004937570881
750	0.004931874052
751	0.004925288011
752	0.004921390983
753	0.004893573709
754	0.004870143621
755	0.004846600261
756	0.004823512624
757	0.004777082333
758	0.004772462452
759	0.004760263493
760	0.004744954334
761	0.004703401952
762	0.004684408386
763	0.004676961453
764	0.00466770377
765	0.004653926163
766	0.004613319245
767	0.004594473227
768	0.004587350236
769	0.004577535832
770	0.004561914185
771	0.004558120737
772	0.004534130838
773	0.004529195554
774	0.004509560332
775	0.004503924884
776	0.004497589861
777	0.00449371383
778	0.004489474421
779	0.004485311802
780	0.004482065913
781	0.004474554692
782	0.004450859105
783	0.004423307416
784	0.004415779104
785	0.00438318234
786	0.004378916086
787	0.004336214761
788	0.004309328063
789	0.004304200389
790	0.004286874801
791	0.004254213064
792	0.004216577452
793	0.004211064594
794	0.004202426583
795	0.004176216424
796	0.004132615398
797	0.00411942854
798	0.004070822778
799	0.004055609187
800	0.004051965797
801	0.004047523311
802	0.004002392973
803	0.003993310099
804	0.003981295652
805	0.003959218135
806	0.003934909979
807	0.00393193497
808	0.003905542184
809	0.003872127192
810	0.003869615758
811	0.0038541429
812	0.003832570178
813	0.003811439355
814	0.003809732798
815	0.003784131798
816	0.003768762866
817	0.003764162814
818	0.00373280073
819	0.003718900873
820	0.003697754454
821	0.003694635061
822	0.003691433348
823	0.003657165872
824	0.003632425697
825	0.003626837785
826	0.003614066487
827	0.003592623646
828	0.003585833039
829	0.003577954536
830	0.003525149547
831	0.003512201263
832	0.003493449518
833	0.003468463888
834	0.003452977603
835	0.003438892561
836	0.003427482902
837	0.003425158411
838	0.003406910029
839	0.00340395382
840	0.003399187457
841	0.003384353234
842	0.003377333383
843	0.003373418016
844	0.003364366974
845	0.003344201751
846	0.003335505569
847	0.003308720402
848	0.003302220714
849	0.003293296621
850	0.003277395346
851	0.003255827063
852	0.003226277995
853	0.003215136904
854	0.00320040523
855	0.003196310079
856	0.003177524353
857	0.003159990643
858	0.003150698531
859	0.003149393322
860	0.003118836275
861	0.003113888111
862	0.003109578405
863	0.003106290943
864	0.003100745774
865	0.003096165306
866	0.003093277582
867	0.003083249243
868	0.003070855136
869	0.003058389902
870	0.003038858144
871	0.003031085642
872	0.003025703129
873	0.003018346047
874	0.003013142824
875	0.003002899262
876	0.002981820264
877	0.002966990248
878	0.002935460005
879	0.002932878952
880	0.002917457355
881	0.002900082112
882	0.00289265042
883	0.002880603887
884	0.002877132348
885	0.002851783294
886	0.00284992326
887	0.002834280579
888	0.002822984196
889	0.002812543463
890	0.002795736645
891	0.002789304034
892	0.002786820474
893	0.002784949977
894	0.002776834727
895	0.002769726985
896	0.00276808778
897	0.00275554226
898	0.002749055092
899	0.002743843343
900	0.002731450083
901	0.002721733506
902	0.00271905602
903	0.002698638019
904	0.002685672652
905	0.002677724212
906	0.002672532452
907	0.002661198032
908	0.002659418858
909	0.002645680906
910	0.002630873745
911	0.002606779737
912	0.002597750125
913	0.002591040549
914	0.002585148529
915	0.002570299963
916	0.00255850424
917	0.002554343209
918	0.002546064449
919	0.002543935442
920	0.002536281676
921	0.002534817336
922	0.002531017735
923	0.002528458357
924	0.002506785863
925	0.002491532806
926	0.002474993928
927	0.002468878123
928	0.00245974943
929	0.002446617556
930	0.002444874979
931	0.00243208355
932	0.002430293156
933	0.002415930916
934	0.002413989378
935	0.002404215075
936	0.002397304967
937	0.002394137749
938	0.002391733687
939	0.002379307209
940	0.002352734783
941	0.002350922443
942	0.002331797302
943	0.002326617576
944	0.002319084674
945	0.002311332569
946	0.002310742788
947	0.002299175344
948	0.002295354229
949	0.002280624346
950	0.002268796913
951	0.002264700994
952	0.002253968514
953	0.002239473686
954	0.00222422754
955	0.002223139027
956	0.002213367389
957	0.002208003507
958	0.002196862386
959	0.002189782003
960	0.00218862565
961	0.002176760424
962	0.002170015037
963	0.002164812658
964	0.002163303103
965	0.002150184226
966	0.002137969095
967	0.002130892951
968	0.002123402229
969	0.002119443046
970	0.002118519454
971	0.002110550034
972	0.002093948532
973	0.002087652109
974	0.002074501169
975	0.002066530124
976	0.002054005952
977	0.002048197284
978	0.002036705826
979	0.002033874928
980	0.00201467836
981	0.001997180438
982	0.001991366063
983	0.001977490581
984	0.001960522707
985	0.001945748487
986	0.001942773731
987	0.001941684028
988	0.001929114402
989	0.001923873777
990	0.001909415182
991	0.00189609621
992	0.001883263372
993	0.001874134969
994	0.001867893874
995	0.001858605031
996	0.001857075142
997	0.001853284139
998	0.001842415754
999	0.001831792278
1000	0.001828294969
1001	0.001824083807
1002	0.001815647652
1003	0.001813951761
1004	0.001806537734
1005	0.001799516278
1006	0.00179669954
1007	0.001785781037
1008	0.001776592352
1009	0.001773554772
1010	0.001772066697
1011	0.001766770636
1012	0.001763357466
1013	0.001755645008
1014	0.001748304658
1015	0.001738882848
1016	0.001731020991
1017	0.001725599571
1018	0.001720932909
1019	0.001719976481
1020	0.001713956092
1021	0.001705955133
1022	0.001704223477
1023	0.001696168709
1024	0.001678722172
1025	0.001676178415
1026	0.001668988544
1027	0.001663357119
1028	0.001649669089
1029	0.001631829543
1030	0.001630348377
1031	0.001629213337
1032	0.001622559155
1033	0.001605696694
1034	0.001605135574
1035	0.001597153614
1036	0.001596573089
1037	0.001593090289
1038	0.001583214193
1039	0.001580404826
1040	0.001579519705
1041	0.001570574248
1042	0.001557483464
1043	0.001553776104
1044	0.001552417182
1045	0.001550386353
1046	0.001540747941
1047	0.00153895887
1048	0.001534297539
1049	0.001533339805
1050	0.001522212566
1051	0.00151107626
1052	0.001501502416
1053	0.001490981028
1054	0.001481882606
1055	0.001476719791
1056	0.001471229642
1057	0.001467618714
1058	0.001460734753
1059	0.001458574099
1060	0.00145776225
1061	0.001449176355
1062	0.001447646084
1063	0.001441538103
1064	0.001433761367
1065	0.00143057867
1066	0.001426897804
1067	0.001418539408
1068	0.001412295672
1069	0.001405719797
1070	0.001400876869
1071	0.001395671011
1072	0.001386549531
1073	0.001383439362
1074	0.001377159691
1075	0.001372619465
1076	0.001372179647
1077	0.001370608173
1078	0.001367271438
1079	0.001360210593
1080	0.001356275799
1081	0.001355171413
1082	0.001347408954
1083	0.001345683479
1084	0.0013414659
1085	0.001334685252
1086	0.001320017174
1087	0.001314708804
1088	0.001314198237
1089	0.001310965338
1090	0.001303727312
1091	0.001293325232
1092	0.001291122289
1093	0.001289390155
1094	0.001288445471
1095	0.00128436549
1096	0.001280077746
1097	0.001279369331
1098	0.001270899763
1099	0.001264657507
1100	0.001262356269
1101	0.001259936828
1102	0.001251922372
1103	0.00124694965
1104	0.001245824198
1105	0.001243644711
1106	0.001240649167
1107	0.001236597947
1108	0.001234148935
1109	0.001230669744
1110	0.001230157899
1111	0.001229092641
1112	0.001228039707
1113	0.001224023407
1114	0.00122089639
1115	0.001210434001
1116	0.001207608443
1117	0.001198413715
1118	0.001195131423
1119	0.001193834827
1120	0.001193177689
1121	0.001191741966
1122	0.001180723442
1123	0.001176555789
1124	0.001170712984
1125	0.001164176248
1126	0.001162019712
1127	0.001161361554
1128	0.001155011344
1129	0.001150178838
1130	0.001143398995
1131	0.001136116567
1132	0.001130722871
1133	0.001118704918
1134	0.00111708024
1135	0.001108271947
1136	0.001107957763
1137	0.001102716534
1138	0.001101036639
1139	0.001098502264
1140	0.001093486668
1141	0.001082332723
1142	0.001078199663
1143	0.001073735224
1144	0.001063629842
1145	0.001060784319
1146	0.001060297133
1147	0.001055643007
1148	0.00105391495
1149	0.001047330671
1150	0.001043400548
1151	0.001041649987
1152	0.001040963496
1153	0.001036566216
1154	0.001035879729
1155	0.001035130551
1156	0.001030337062
1157	0.001025807661
1158	0.00102383438
1159	0.00101981129
1160	0.001013109746
1161	0.001010179884
1162	0.001008082373
1163	0.00100083216
1164	0.000997735105
1165	0.0009969708872
1166	0.000994550165
1167	0.0009830149387
1168	0.0009792116722
1169	0.0009725991798
1170	0.0009704036744
1171	0.0009697727004
1172	0.0009676113499
1173	0.0009670206062
1174	0.0009634251774
1175	0.0009584442496
1176	0.0009565357267
1177	0.0009544875715
1178	0.0009542071898
1179	0.0009510338592
1180	0.0009503117598
1181	0.0009463178315
1182	0.0009449382946
1183	0.0009429556596
1184	0.0009366479382
1185	0.00093252501
1186	0.0009281868451
1187	0.0009226843604
1188	0.000921088228
1189	0.0009190538594
1190	0.0009168547455
1191	0.000913252085
1192	0.0009066959019
1193	0.0009007557202
1194	0.0008917625215
1195	0.0008902860842
1196	0.0008896339733
1197	0.0008889670656
1198	0.0008822048363
1199	0.0008801196863
1200	0.0008786804794
1201	0.0008738635794
1202	0.0008664502783
1203	0.0008609145106
1204	0.0008563800868
1205	0.0008529852605
1206	0.0008497438143
1207	0.0008448300588
1208	0.0008421735134
1209	0.0008403100103
1210	0.0008347791276
1211	0.000828686912
1212	0.0008260914276
1213	0.0008251504032
1214	0.0008241978851
1215	0.0008215717306
1216	0.0008187295959
1217	0.0008152568111
1218	0.0008084215142
1219	0.0008061245142
1220	0.0008029110117
1221	0.0008014295917
1222	0.0008002196394
1223	0.0007964493866
1224	0.0007924611437
1225	0.0007824927273
1226	0.0007815924041
1227	0.0007792212521
1228	0.0007785729804
1229	0.0007741164476
1230	0.0007724764806
1231	0.0007689393584
1232	0.0007683189513
1233	0.0007604475156
1234	0.0007597736709
1235	0.0007562316133
1236	0.0007554067443
1237	0.0007515527837
1238	0.0007492394925
1239	0.0007454409665
1240	0.0007431134931
1241	0.0007425506403
1242	0.0007417956318
1243	0.0007390039078
1244	0.0007359100611
1245	0.0007330468037
1246	0.0007322875425
1247	0.00072728946
1248	0.0007226643436
1249	0.0007166360963
1250	0.0007115562834
1251	0.0007076917863
1252	0.0007057735914
1253	0.0007021730276
1254	0.0007001415865
1255	0.0006996519793
1256	0.0006967398284
1257	0.0006949912105
1258	0.0006900669345
1259	0.0006891941344
1260	0.0006841072765
1261	0.0006782375145
1262	0.0006737703077
1263	0.0006704102349
1264	0.0006678433117
1265	0.0006611984904
1266	0.0006604678068
1267	0.0006583216805
1268	0.0006560917171
1269	0.0006531487168
1270	0.0006525999889
1271	0.0006519071723
1272	0.0006511837927
1273	0.0006441468119
1274	0.0006421864789
1275	0.0006379548036
1276	0.000637092455
1277	0.0006324361317
1278	0.0006313746118
1279	0.0006311302028
1280	0.0006299399194
1281	0.0006267587039
1282	0.0006224722047
1283	0.0006206898297
1284	0.0006179244131
1285	0.00061719741
1286	0.0006146921337
1287	0.0006110799507
1288	0.0006076160174
1289	0.0006045218749
1290	0.0006017582146
1291	0.0005992476192
1292	0.0005987204844
1293	0.0005969853928
1294	0.0005939305397
1295	0.0005922223081
1296	0.0005918646344
1297	0.0005900411009
1298	0.0005864335951
1299	0.0005843878693
1300	0.0005819360999
1301	0.0005778121793
1302	0.0005754048924
1303	0.0005748879896
1304	0.0005744487255
1305	0.0005677909873
1306	0.0005669269667
1307	0.0005621036392
1308	0.0005590556555
1309	0.0005574602576
1310	0.0005553664437
1311	0.0005541298434
1312	0.0005517681076
1313	0.0005496761869
1314	0.0005458934824
1315	0.0005440553951
1316	0.0005435423153
1317	0.0005422131558
1318	0.0005380705223
1319	0.0005374950309
1320	0.0005360258841
1321	0.000533531925
1322	0.0005325397265
1323	0.0005297908973
1324	0.0005276456898
1325	0.0005226497165
1326	0.000520293912
1327	0.0005154869791
1328	0.0005148297268
1329	0.0005134927241
1330	0.0005108881822
1331	0.0005096131543
1332	0.0005089724844
1333	0.0005082096753
1334	0.0005069558652
1335	0.0005065182856
1336	0.0005032296487
1337	0.0005009326105
1338	0.0004993920161
1339	0.000497129219
1340	0.0004954173188
1341	0.0004944620601
1342	0.0004940390694
1343	0.0004930405035
1344	0.0004906607019
1345	0.0004894467632
1346	0.000489308878
1347	0.0004871747139
1348	0.0004857804591
1349	0.0004839327787
1350	0.0004818504008
1351	0.0004807033979
1352	0.0004792925655
1353	0.0004773011673
1354	0.0004719193827
1355	0.000470628241
1356	0.0004698375625
1357	0.0004685348966
1358	0.0004668661566
1359	0.0004657796784
1360	0.0004635829716
1361	0.0004610538246
1362	0.0004601629233
1363	0.0004583842573
1364	0.0004558024739
1365	0.0004537049954
1366	0.0004514230576
1367	0.0004500042811
1368	0.0004496281918
1369	0.0004482097509
1370	0.000447937973
1371	0.0004458729634
1372	0.0004444153418
1373	0.0004431132114
1374	0.0004418293598
1375	0.0004413786249
1376	0.000440061816
1377	0.000436698762
1378	0.0004338563995
1379	0.0004332900211
1380	0.0004316168528
1381	0.000430069315
1382	0.0004278105762
1383	0.0004271358633
1384	0.0004248962977
1385	0.000422008193
1386	0.0004212842558
1387	0.0004206818386
1388	0.0004180553714
1389	0.000416395519
1390	0.0004148759824
1391	0.0004145418453
1392	0.0004137348525
1393	0.0004134227673
1394	0.0004132246862
1395	0.0004095761112
1396	0.0004082475818
1397	0.0004073900571
1398	0.000406996565
1399	0.0004044420478
1400	0.0004037899396
1401	0.0004033604755
1402	0.0004030860397
1403	0.0004015231277
1404	0.0004003343655
1405	0.0003992197425
1406	0.0003970928187
1407	0.0003942470068
1408	0.0003909015241
1409	0.0003876495351
1410	0.0003854538781
1411	0.0003836300107
1412	0.0003829588116
1413	0.0003811097184
1414	0.0003795304048
1415	0.0003779934906
1416	0.0003765117957
1417	0.000374727136
1418	0.0003713978658
1419	0.0003684159632
1420	0.0003667830458
1421	0.0003661542934
1422	0.0003651009034
1423	0.0003633621429
1424	0.0003626028953
1425	0.0003609124441
1426	0.0003579272465
1427	0.0003569262873
1428	0.0003563627988
1429	0.0003545023596
1430	0.0003526586399
1431	0.0003513885615
1432	0.0003492601563
1433	0.000348255008
1434	0.0003469409125
1435	0.0003458427842
1436	0.0003453269761
1437	0.0003431534492
1438	0.0003414850116
1439	0.0003413745412
1440	0.0003405127937
1441	0.0003387468576
1442	0.0003383374313
1443	0.0003354953507
1444	0.0003339989989
1445	0.0003327418092
1446	0.0003315256872
1447	0.0003304310784
1448	0.0003292794218
1449	0.0003291409305
1450	0.0003276551914
1451	0.0003274401192
1452	0.0003259610607
1453	0.0003253181053
1454	0.000324726203
1455	0.0003239552793
1456	0.0003209213288
1457	0.0003204105273
1458	0.0003189055186
1459	0.0003178290952
1460	0.0003165887682
1461	0.0003144427988
1462	0.000313538436
1463	0.0003117603429
1464	0.0003105099576
1465	0.0003093482486
1466	0.0003087764344
1467	0.0003084914765
1468	0.0003077034962
1469	0.0003067335352
1470	0.0003048133243
